Location,GeoRef,AgeRangeLow,AgeRangeHigh,Sex,TotalNum,TotalNumLow95,TotalNumHigh95,TotalNumCoeffVar,TotalPerc,TotalPercLow95,TotalPercHigh95,TotalPercCoeffVar,CurrentNum,CurrentNumLow95,CurrentNumHigh95,CurrentNumCoeffVar,CurrentPerc,CurrentPercLow95,CurrentPercHigh95,CurrentPercCOeffVar,DailyNum,DailyNumLow95,DailyNumHigh95,DailyNumCoeffVar,DailyPerc,DailyPercLow95,DailyPercHigh95,DailyPercCoeffVar,OccNum,OccNumLow95,OccNumHigh95,OccNumCoeffVar,OccPerc,OccPercLow95,OccPercHigh95,OccPercCoeffVar,FormerNum,FormerNumLow95,FormerNumHigh95,FormerNumCoeffVar,FormerPerc,FormerPercLow95,FormerPercHigh95,FormerPercCoeffVar,NeverNum,NeverNumLow95,NeverNumHigh95,NeverNumCoeffVar,NeverPerc,NeverPercLow95,NeverPercHigh95,NeverPercCoeffVar,NotNum,NotNumLow95,NotNumHigh95,NotNumCoeffVar,NotPerc,NotPercLow95,NotPercHigh95,NotPercCoeffVar
"Zone 6, Nova Scotia (Peer group I)",1206,25,34,M,59185,52460,65909,5.8,100,100,100,0,16400,12616,20184,11.8,27.7,21.7,33.8,11.1,12315,8853,15777,14.3,20.8,15.5,26.2,13.1,4085,1991,6178,26.1,6.9,3.2,10.6,27.3,23212,18216,28209,11,39.2,32.5,45.9,8.7,19573,15046,24099,11.8,33.1,26.4,39.8,10.3,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,25,34,F,30455,26114,34795,7.3,100,100,100,0,9031,6165,11896,16.2,29.7,21.1,38.3,14.8,6726,4159,9294,19.5,22.1,14.4,29.8,17.7,-1,-1,-1,-1,-1,-1,-1,-1,10753,6996,14510,17.8,35.3,24,46.6,16.3,10671,7218,14123,16.5,35,24.7,45.4,15,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,35,44,B,28730,23976,33484,8.4,100,100,100,0,7369,4787,9951,17.9,25.6,17.8,33.5,15.7,5589,3207,7970,21.7,19.5,12.3,26.6,18.7,-1,-1,-1,-1,-1,-1,-1,-1,12459,9068,15850,13.9,43.4,33.8,52.9,11.3,8902,5977,11827,16.8,31,22.2,39.8,14.5,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,35,44,M,67114,61857,72371,4,100,100,100,0,25668,20533,30802,10.2,38.2,31,45.4,9.6,22126,16919,27333,12,33,25.6,40.3,11.4,3542,1256,5827,32.9,5.3,1.9,8.7,32.7,24499,19583,29414,10.2,36.5,29.7,43.3,9.5,16948,12706,21190,12.8,25.3,19.5,31,11.7,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,35,44,F,31487,27725,35249,6.1,100,100,100,0,12828,9547,16109,13.1,40.7,31.2,50.3,12,11537,8268,14807,14.5,36.6,27,46.2,13.4,-1,-1,-1,-1,-1,-1,-1,-1,10436,7344,13528,15.1,33.1,24.2,42.1,13.7,8223,5274,11171,18.3,26.1,17.5,34.7,16.8,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,45,64,B,35627,32147,39107,5,100,100,100,0,12840,9311,16368,14,36,27.2,44.9,12.6,10589,7152,14025,16.6,29.7,20.7,38.7,15.5,-1,-1,-1,-1,-1,-1,-1,-1,14062,10656,17468,12.4,39.5,30.9,48.1,11.1,8725,5963,11487,16.2,24.5,16.7,32.3,16.3,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,45,64,M,91871,91871,91871,0,100,100,100,0,24888,20169,29607,9.7,27.1,22,32.2,9.7,19862,15816,23908,10.4,21.6,17.2,26,10.4,5026,2604,7449,24.6,5.5,2.8,8.1,24.6,44101,38369,49834,6.6,48,41.8,54.2,6.6,22882,18172,27591,10.5,24.9,19.8,30,10.5,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,45,64,F,44691,44691,44691,0,100,100,100,0,13057,9772,16343,12.8,29.2,21.9,36.6,12.8,10751,7928,13575,13.4,24.1,17.7,30.4,13.4,-1,-1,-1,-1,-1,-1,-1,-1,22191,18167,26215,9.3,49.7,40.7,58.7,9.3,9443,6010,12875,18.5,21.1,13.4,28.8,18.5,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,45,54,B,47180,47180,47180,0,100,100,100,0,11831,8498,15164,14.4,25.1,18,32.1,14.4,9110,6203,12017,16.3,19.3,13.1,25.5,16.3,2721,1265,4176,27.3,5.8,2.7,8.9,27.3,21910,17767,26054,9.6,46.4,37.7,55.2,9.6,13439,10217,16661,12.2,28.5,21.7,35.3,12.2,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,45,54,M,56806,51299,62313,4.9,100,100,100,0,15093,11454,18733,12.3,26.6,20.6,32.5,11.4,12523,9046,15999,14.2,22,16.5,27.6,12.9,2571,1058,4083,30,4.5,1.8,7.3,30.8,25882,20942,30822,9.7,45.6,37.8,53.4,8.7,15830,11577,20084,13.7,27.9,21.1,34.6,12.4,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,45,54,F,28711,24849,32572,6.9,100,100,100,0,8358,5543,11174,17.2,29.1,19.5,38.7,16.8,7616,4943,10290,17.9,26.5,17.6,35.5,17.2,-1,-1,-1,-1,-1,-1,-1,-1,13685,9794,17576,14.5,47.7,35.9,59.5,12.6,6668,3331,10004,25.5,23.2,12.2,34.2,24.1,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,55,64,B,28095,24696,31494,6.2,100,100,100,0,6735,4282,9188,18.6,24,15.6,32.4,17.9,4906,2680,7132,23.2,17.5,9.8,25.1,22.3,-1,-1,-1,-1,-1,-1,-1,-1,12197,8726,15669,14.5,43.4,32,54.8,13.4,9163,6221,12105,16.4,32.6,23.3,41.9,14.6,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,55,64,M,35065,29559,40572,8,100,100,100,0,9795,6295,13295,18.2,27.9,19.1,36.8,16.2,7339,4643,10035,18.7,20.9,14.1,27.8,16.7,-1,-1,-1,-1,-1,-1,-1,-1,18219,14219,22220,11.2,52,42.5,61.4,9.3,7051,3972,10130,22.3,20.1,12.3,27.9,19.8,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,55,64,F,15981,12119,19842,12.3,100,100,100,0,4699,2610,6788,22.7,29.4,16.7,42.1,22.1,3135,1522,4748,26.2,19.6,9.9,29.4,25.4,-1,-1,-1,-1,-1,-1,-1,-1,8507,5244,11769,19.6,53.2,38.9,67.6,13.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,65,100,B,19085,15686,22484,9.1,100,100,100,0,5096,2703,7489,24,26.7,15.9,37.5,20.7,4204,2182,6226,24.5,22,12.7,31.4,21.6,-1,-1,-1,-1,-1,-1,-1,-1,9713,7215,12211,13.1,50.9,39.1,62.7,11.8,4276,2514,6038,21,22.4,14.1,30.7,19,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,65,100,M,39581,39581,39581,0,100,100,100,0,5732,3500,7963,19.9,14.5,8.8,20.1,19.9,5374,3178,7571,20.8,13.6,8,19.1,20.8,-1,-1,-1,-1,-1,-1,-1,-1,19409,15876,22942,9.3,49,40.1,58,9.3,13978,10595,17360,12.3,35.3,26.8,43.9,12.3,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,65,100,F,16793,16793,16793,0,100,100,100,0,2340,911,3768,31.2,13.9,5.4,22.4,31.2,2185,796,3575,32.4,13,4.7,21.3,32.4,-1,-1,-1,-1,-1,-1,-1,-1,10346,7939,12754,11.9,61.6,47.3,75.9,11.9,3645,1747,5544,26.6,21.7,10.4,33,26.6,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,65,74,B,22788,22788,22788,0,100,100,100,0,3392,1810,4974,23.8,14.9,7.9,21.8,23.8,3189,1639,4739,24.8,14,7.2,20.8,24.8,-1,-1,-1,-1,-1,-1,-1,-1,9063,6544,11581,14.2,39.8,28.7,50.8,14.2,10333,7667,12999,13.2,45.3,33.6,57,13.2,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,65,74,M,20502,17140,23864,8.4,100,100,100,0,3513,1890,5137,23.6,17.1,9,25.2,24.1,3156,1585,4728,25.4,15.4,7.6,23.2,25.8,-1,-1,-1,-1,-1,-1,-1,-1,12255,8964,15545,13.7,59.8,46.6,72.9,11.2,4734,2108,7360,28.3,23.1,11.6,34.6,25.4,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,65,74,F,9705,7587,11824,11.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6771,4357,9185,18.2,69.8,51.2,88.4,13.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,75,100,B,10797,8028,13567,13.1,100,100,100,0,2039,805,3273,30.9,-1,-1,-1,-1,1836,639,3034,33.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5483,3150,7816,21.7,50.8,32.5,69.1,18.4,-1,-1,-1,-1,30.3,11.5,49.1,31.6,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,75,100,M,19079,15717,22441,9,100,100,100,0,2218,987,3449,28.3,11.6,5,18.3,29.3,2218,987,3449,28.3,11.6,5,18.3,29.3,-1,-1,-1,-1,-1,-1,-1,-1,7155,4697,9612,17.5,37.5,25.8,49.2,15.9,9244,6063,12424,17.6,48.4,35.1,61.8,14,-1,-1,-1,-1,-1,-1,-1,-1
"Zone 6, Nova Scotia (Peer group I)",1206,75,100,F,7088,4970,9207,15.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3575,1759,5391,25.9,50.4,28.1,72.7,22.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,12,100,B,11990,9221,14760,11.8,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3580,1716,5443,26.6,29.9,16,43.7,23.7,7058,4498,9618,18.5,58.9,43.8,74,13.1,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,12,100,M,634264,634264,634264,0,100,100,100,0,167004,157182,176825,3,26.3,24.8,27.9,3,147604,138341,156866,3.2,23.3,21.8,24.7,3.2,19400,15675,23124,9.8,3.1,2.5,3.6,9.8,250544,240047,261041,2.1,39.5,37.8,41.2,2.1,215613,205239,225988,2.5,34,32.4,35.6,2.5,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,12,100,F,310592,310592,310592,0,100,100,100,0,86514,79645,93383,4.1,27.9,25.6,30.1,4.1,78302,71823,84780,4.2,25.2,23.1,27.3,4.2,8212,5890,10535,14.4,2.6,1.9,3.4,14.4,132717,126198,139236,2.5,42.7,40.6,44.8,2.5,90545,83337,97753,4.1,29.2,26.8,31.5,4.1,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,12,19,B,323673,323673,323673,0,100,100,100,0,80490,74089,86890,4.1,24.9,22.9,26.8,4.1,69302,63131,75474,4.5,21.4,19.5,23.3,4.5,11187,8469,13906,12.4,3.5,2.6,4.3,12.4,117827,110439,125215,3.2,36.4,34.1,38.7,3.2,125068,118178,131958,2.8,38.6,36.5,40.8,2.8,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,12,19,M,79270,79270,79270,0,100,100,100,0,12596,10301,14890,9.3,15.9,13,18.8,9.3,9348,7355,11342,10.9,11.8,9.3,14.3,10.9,3248,2001,4494,19.6,4.1,2.5,5.7,19.6,12008,9569,14447,10.4,15.1,12.1,18.2,10.4,54248,51140,57356,2.9,68.4,64.5,72.4,2.9,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,12,19,F,40705,40705,40705,0,100,100,100,0,6278,4606,7950,13.6,15.4,11.3,19.5,13.6,4763,3285,6241,15.8,11.7,8.1,15.3,15.8,1515,627,2403,29.9,3.7,1.5,5.9,29.9,6557,4586,8528,15.3,16.1,11.3,21,15.3,27596,25387,29805,4.1,67.8,62.4,73.2,4.1,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,12,14,B,38565,38565,38565,0,100,100,100,0,6318,4526,8110,14.5,16.4,11.7,21,14.5,4585,2888,6283,18.9,11.9,7.5,16.3,18.9,1732,804,2661,27.3,4.5,2.1,6.9,27.3,5451,3843,7059,15.1,14.1,10,18.3,15.1,26653,24486,28819,4.1,69.1,63.5,74.7,4.1,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,12,14,M,27284,23652,30917,6.8,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2406,1016,3796,29.5,8.8,4.1,13.6,27.5,23814,20611,27016,6.9,87.3,81.8,92.8,3.2,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,12,14,F,14256,11776,16736,8.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12429,10124,14734,9.5,87.2,79.2,95.2,4.7,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,15,19,B,13028,10587,15470,9.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11385,9180,13590,9.9,87.4,79.9,94.9,4.4,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,15,19,M,51986,48353,55618,3.6,100,100,100,0,11823,9551,14095,9.8,22.7,18.6,26.8,9.2,8974,6986,10962,11.3,17.3,13.6,21,10.9,2849,1690,4008,20.8,5.5,3.3,7.6,20.2,9602,7178,12026,12.9,18.5,14,22.9,12.3,30435,27044,33825,5.7,58.5,53.4,63.7,4.5,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,15,19,F,26449,23969,28929,4.8,100,100,100,0,6091,4413,7769,14.1,23,16.8,29.2,13.7,4763,3285,6241,15.8,18,12.5,23.5,15.7,1328,482,2173,32.5,5,1.8,8.2,32.4,5138,3193,7083,19.3,19.4,12.4,26.5,18.6,15167,12724,17611,8.2,57.3,49.8,64.9,6.7,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,20,34,B,25537,23095,27978,4.9,100,100,100,0,5732,3925,7539,16.1,22.4,15.8,29.1,15.2,4211,2519,5904,20.5,16.5,10.1,22.9,19.7,1521,616,2426,30.4,6,2.4,9.5,30.2,4464,3009,5919,16.6,17.5,12,23,16.1,15268,12812,17723,8.2,59.8,52.4,67.2,6.3,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,20,34,M,150897,145917,155877,1.7,100,100,100,0,53212,47715,58708,5.3,35.3,31.8,38.7,5,45887,40514,51260,6,30.4,27,33.8,5.7,7325,4970,9680,16.4,4.9,3.3,6.4,16.3,45764,40437,51091,5.9,30.3,27,33.7,5.6,51427,45902,56952,5.5,34.1,30.6,37.6,5.3,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,20,34,F,77207,73330,81084,2.6,100,100,100,0,29461,25187,33734,7.4,38.2,33,43.3,6.9,26726,22564,30887,7.9,34.6,29.5,39.7,7.5,2735,1375,4095,25.4,3.5,1.8,5.3,25.4,21735,18217,25253,8.3,28.2,23.7,32.6,8,25579,21394,29763,8.3,33.1,28,38.3,7.9,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,20,24,B,73690,70502,76877,2.2,100,100,100,0,23751,20318,27184,7.4,32.2,27.7,36.7,7.1,19161,16056,22266,8.3,26,21.8,30.2,8.2,4590,2711,6470,20.9,6.2,3.7,8.7,20.6,24029,20340,27717,7.8,32.6,27.8,37.4,7.4,25848,21851,29845,7.9,35.1,29.9,40.2,7.5,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,20,24,M,46852,41853,51852,5.4,100,100,100,0,18408,14819,21997,9.9,39.3,32.7,45.9,8.6,15651,12115,19187,11.5,33.4,26.7,40.1,10.2,2757,1218,4296,28.5,5.9,2.6,9.1,28.3,11415,8340,14489,13.7,24.4,18.5,30.2,12.3,16697,12934,20460,11.5,35.6,28.6,42.6,10,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,20,24,F,22420,18623,26217,8.6,100,100,100,0,10022,6847,13198,16.2,44.7,33.3,56.1,13,9236,6087,12385,17.4,41.2,29.7,52.7,14.2,-1,-1,-1,-1,-1,-1,-1,-1,3338,1620,5057,26.3,14.9,7.8,22,24.4,8788,5940,11636,16.5,39.2,27.6,50.8,15.1,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,25,34,B,24432,20978,27887,7.2,100,100,100,0,8386,6278,10493,12.8,34.3,26.3,42.3,11.9,6415,4616,8214,14.3,26.3,19.1,33.4,14,-1,-1,-1,-1,-1,-1,-1,-1,8076,5464,10689,16.5,33.1,24,42.2,14,7909,5472,10345,15.7,32.4,23.8,41,13.6,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,25,34,M,104045,96715,111374,3.6,100,100,100,0,34804,29783,39824,7.4,33.5,29.3,37.6,6.3,30236,25570,34902,7.9,29.1,25,33.1,7.1,4568,2730,6406,20.5,4.4,2.7,6.1,19.6,34349,29573,39125,7.1,33,29.1,36.9,6,34730,29696,39765,7.4,33.4,29,37.7,6.6,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,25,34,F,54787,49289,60285,5.1,100,100,100,0,19438,15718,23158,9.8,35.5,29.7,41.2,8.3,17489,13997,20982,10.2,31.9,26.3,37.5,8.9,1949,753,3144,31.3,3.6,1.4,5.7,30.5,18397,14927,21867,9.6,33.6,28.3,38.9,8.1,16791,13267,20314,10.7,30.6,24.9,36.4,9.6,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,35,44,B,49258,44437,54078,5,100,100,100,0,15366,12379,18352,9.9,31.2,25.8,36.6,8.8,12747,10049,15444,10.8,25.9,20.7,31,10.2,2619,1213,4025,27.4,5.3,2.6,8,26.1,15952,12821,19084,10,32.4,26.8,37.9,8.8,17940,14345,21534,10.2,36.4,30.3,42.5,8.6,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,35,44,M,126047,121067,131027,2,100,100,100,0,41685,36892,46477,5.9,33.1,29.6,36.6,5.4,37225,32595,41856,6.3,29.5,26.1,32.9,5.9,4459,2851,6067,18.4,3.5,2.3,4.8,18.4,49715,44603,54827,5.2,39.4,35.6,43.3,5,34565,30211,38919,6.4,27.4,24.1,30.7,6.1,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,35,44,F,60808,56931,64684,3.3,100,100,100,0,20669,16905,24433,9.3,34,28.5,39.4,8.2,18543,14885,22202,10.1,30.5,25.1,35.9,9,2126,879,3372,29.9,3.5,1.5,5.5,29.7,23023,19538,26508,7.7,37.9,32.3,43.4,7.5,17115,13772,20459,10,28.1,23,33.3,9.4,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,45,64,B,65240,62052,68427,2.5,100,100,100,0,21016,18052,23979,7.2,32.2,27.9,36.5,6.8,18682,15876,21488,7.7,28.6,24.6,32.7,7.2,2334,1176,3491,25.3,3.6,1.8,5.4,25.5,26692,22970,30413,7.1,40.9,35.6,46.3,6.7,17450,14542,20358,8.5,26.7,22.5,31,8.1,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,45,64,M,185824,185824,185824,0,100,100,100,0,48150,42864,53436,5.6,25.9,23.1,28.8,5.6,44752,39678,49825,5.8,24.1,21.4,26.8,5.8,3398,1950,4846,21.7,1.8,1,2.6,21.7,93884,88413,99354,3,50.5,47.6,53.5,3,43682,39055,48310,5.4,23.5,21,26,5.4,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,45,64,F,92363,92363,92363,0,100,100,100,0,25132,21681,28583,7,27.2,23.5,30.9,7,23486,20192,26780,7.2,25.4,21.9,29,7.2,1646,709,2583,29,1.8,0.8,2.8,29,51670,48028,55313,3.6,55.9,52,59.9,3.6,15452,12603,18301,9.4,16.7,13.6,19.8,9.4,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,45,54,B,93461,93461,93461,0,100,100,100,0,23018,19369,26666,8.1,24.6,20.7,28.5,8.1,21265,17726,24804,8.5,22.8,19,26.5,8.5,1752,694,2811,30.8,1.9,0.7,3,30.8,42213,38227,46200,4.8,45.2,40.9,49.4,4.8,28230,24565,31895,6.6,30.2,26.3,34.1,6.6,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,45,54,M,113535,107849,119222,2.6,100,100,100,0,31374,27122,35626,6.9,27.6,23.9,31.3,6.8,29088,25031,33144,7.1,25.6,22,29.2,7.2,2286,1054,3519,27.5,2,0.9,3.1,27.1,55206,49986,60427,4.8,48.6,44.7,52.5,4.1,26847,22788,30906,7.7,23.6,20.4,26.8,6.9,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,45,54,F,55794,52166,59422,3.3,100,100,100,0,16107,13150,19064,9.4,28.9,24.1,33.7,8.5,14968,12048,17887,10,26.8,22.1,31.6,9.1,-1,-1,-1,-1,-1,-1,-1,-1,28821,25529,32114,5.8,51.7,46.5,56.8,5.1,10758,8244,13272,11.9,19.3,15,23.6,11.5,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,55,64,B,57741,53747,61736,3.5,100,100,100,0,15267,12221,18313,10.2,26.4,21.3,31.6,9.9,14120,11302,16938,10.2,24.5,19.6,29.3,10.2,-1,-1,-1,-1,-1,-1,-1,-1,26385,22569,30201,7.4,45.7,40.1,51.3,6.3,16089,13120,19059,9.4,27.9,23.2,32.6,8.6,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,55,64,M,72289,66602,77976,4,100,100,100,0,16776,13674,19878,9.4,23.2,19.1,27.3,8.9,15664,12715,18613,9.6,21.7,17.8,25.5,9.1,1112,397,1827,32.8,1.5,0.6,2.5,32.7,38677,34208,43146,5.9,53.5,49.3,57.8,4.1,16835,13787,19884,9.2,23.3,19.6,27,8.2,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,55,64,F,36569,32941,40197,5.1,100,100,100,0,9026,6881,11170,12.1,24.7,19.4,29.9,10.9,8518,6434,10603,12.5,23.3,18.2,28.4,11.2,-1,-1,-1,-1,-1,-1,-1,-1,22849,19546,26152,7.4,62.5,56.5,68.5,4.9,4694,3112,6277,17.2,12.8,8.5,17.2,17.3,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,65,100,B,35720,31725,39714,5.7,100,100,100,0,7751,5627,9874,14,21.7,15.9,27.5,13.6,7146,5050,9241,15,20,14.3,25.7,14.4,-1,-1,-1,-1,-1,-1,-1,-1,15828,12927,18729,9.4,44.3,38.2,50.4,7,12141,9543,14739,10.9,34,28.1,39.9,8.9,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,65,100,M,92226,92226,92226,0,100,100,100,0,11361,9222,13501,9.6,12.3,10,14.6,9.6,10392,8289,12495,10.3,11.3,9,13.5,10.3,970,444,1495,27.6,1.1,0.5,1.6,27.6,49174,45740,52607,3.6,53.3,49.6,57,3.6,31691,28422,34959,5.3,34.4,30.8,37.9,5.3,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,65,100,F,39509,39509,39509,0,100,100,100,0,4974,3597,6351,14.1,12.6,9.1,16.1,14.1,4783,3415,6152,14.6,12.1,8.6,15.6,14.6,-1,-1,-1,-1,-1,-1,-1,-1,29731,27668,31795,3.5,75.3,70,80.5,3.5,4803,3114,6492,17.9,12.2,7.9,16.4,17.9,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,65,74,B,52717,52717,52717,0,100,100,100,0,6387,4847,7927,12.3,12.1,9.2,15,12.3,5608,4097,7120,13.8,10.6,7.8,13.5,13.8,779,310,1247,30.7,1.5,0.6,2.4,30.7,19443,16852,22033,6.8,36.9,32,41.8,6.8,26887,24237,29538,5,51,46,56,5,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,65,74,M,51435,47946,54923,3.5,100,100,100,0,7197,5433,8961,12.5,14,10.6,17.4,12.4,6413,4702,8124,13.6,12.5,9.2,15.8,13.4,-1,-1,-1,-1,-1,-1,-1,-1,30006,26455,33556,6,58.3,53,63.6,4.6,14232,11493,16972,9.8,27.7,22.6,32.7,9.3,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,65,74,F,24378,22000,26756,5,100,100,100,0,2798,1692,3904,20.2,11.5,7.1,15.9,19.6,2676,1567,3785,21.1,11,6.5,15.4,20.6,-1,-1,-1,-1,-1,-1,-1,-1,18224,15939,20508,6.4,74.8,68.1,81.4,4.5,3357,1945,4769,21.5,13.8,8.3,19.3,20.4,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,75,100,B,27056,24571,29542,4.7,100,100,100,0,4399,3044,5754,15.7,16.3,11.2,21.3,15.8,3737,2452,5022,17.5,13.8,9,18.6,17.6,-1,-1,-1,-1,-1,-1,-1,-1,11782,9434,14129,10.2,43.5,36.2,50.9,8.6,10875,8627,13124,10.6,40.2,32.8,47.6,9.4,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,75,100,M,40791,37303,44279,4.4,100,100,100,0,4164,2875,5454,15.8,10.2,7.1,13.4,15.7,3979,2711,5246,16.3,9.8,6.7,12.9,16.2,-1,-1,-1,-1,-1,-1,-1,-1,19168,16103,22233,8.2,47,41.2,52.7,6.2,17458,14855,20062,7.6,42.8,37.2,48.4,6.6,-1,-1,-1,-1,-1,-1,-1,-1
New Brunswick,13,75,100,F,15130,12752,17508,8,100,100,100,0,2177,1245,3108,21.8,14.4,8.5,20.3,20.9,2107,1201,3014,21.9,13.9,8.2,19.7,21,-1,-1,-1,-1,-1,-1,-1,-1,11508,9206,13810,10.2,76.1,68.3,83.8,5.2,1446,585,2307,30.4,9.6,3.9,15.2,30.2,-1,-1,-1,-1,-1,-1,-1,-1
"Region 1, New Brunswick (Peer group I)",1301,12,100,B,25661,23175,28146,4.9,100,100,100,0,1988,1047,2928,24.1,7.7,4.1,11.4,23.9,1871,936,2807,25.5,7.3,3.7,10.9,25.3,-1,-1,-1,-1,-1,-1,-1,-1,7661,5750,9572,12.7,29.9,23,36.7,11.7,16012,13625,18399,7.6,62.4,55.4,69.4,5.7,-1,-1,-1,-1,-1,-1,-1,-1
