Location,GeoRef,AgeRangeLower,AgeRangeHigher,Sex,TotalNum,TotalNumLow95,TotalNumHigh95,TotalNumCoeffVar,TotalPerc,TotalPercLow95,TotalPercHigh95,TotalPerCoeffVar,UnderNum,UnderNumLow95,UnderNumHigh95,UnderNumCoeffVar,UnderPerc,UnderPercLow95,UnderPercHigh95,UnderPercCoeffVar,NormalNum,NormalNumLow95,NormalNumHigh95,NormalNumCoeffVar,NormalPerc,NormalPercLow95,NormalPercHigh95,NormalPercCoeffVar,SomeNum,SomeNumLow95,SomeNumHigh95,SomeNumCoeffVar,SomePerc,SomPercLow95,SomPercHigh95,SomePercCoeffVar,OverNum,OverNumLow95,OverNumHigh95,OverNumCoeffVar,OverPerc,OverPercLow95,OverPercHigh95,OverPercCoeffVar,NotNum,NotNumLow95,NotNumHigh95,NotNumCoeffVar,NotPerc,NotPercLow95,NotPercHigh95,NotPercCoeffVar
"Region de l'Abitibi-Temiscamingue, Quebec (Peer group H)",2408,20,24,M,9157,7670,10645,8.3,100,100,100,0,1541,708,2375,27.6,16.8,8.1,25.5,26.4,4706,3095,6317,17.5,51.4,38.8,64,12.5,1843,787,2899,29.2,20.1,8.3,32,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Region de l'Abitibi-Temiscamingue, Quebec (Peer group H)",2408,20,24,F,4654,3507,5801,12.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,1997,709,3285,32.9,42.9,20,65.8,27.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Region de l'Abitibi-Temiscamingue, Quebec (Peer group H)",2408,25,34,B,4503,3427,5579,12.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2709,1728,3689,18.5,60.1,44.8,75.5,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Region de l'Abitibi-Temiscamingue, Quebec (Peer group H)",2408,25,34,M,21097,18900,23293,5.3,100,100,100,0,1957,975,2938,25.6,9.3,4.5,14,26.1,9496,7777,11214,9.2,45,37.9,52.2,8.1,2595,1409,3781,23.3,12.3,7,17.6,21.9,7028,5435,8620,11.6,33.3,27,39.6,9.6,-1,-1,-1,-1,-1,-1,-1,-1
"Region de l'Abitibi-Temiscamingue, Quebec (Peer group H)",2408,25,34,F,11858,10175,13541,7.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,5652,4210,7094,13,47.7,37.1,58.2,11.3,-1,-1,-1,-1,14.7,5.8,23.5,30.8,4062,2847,5278,15.3,34.3,24.9,43.6,13.9,-1,-1,-1,-1,-1,-1,-1,-1
"Region de l'Abitibi-Temiscamingue, Quebec (Peer group H)",2408,35,44,B,9238,7639,10837,8.8,100,100,100,0,1551,822,2279,24,16.8,9.3,24.3,22.8,3844,2635,5052,16,41.6,30.5,52.7,13.6,-1,-1,-1,-1,-1,-1,-1,-1,2965,1823,4108,19.7,32.1,21.3,42.9,17.1,-1,-1,-1,-1,-1,-1,-1,-1
"Region de l'Abitibi-Temiscamingue, Quebec (Peer group H)",2408,35,44,M,25032,23202,26861,3.7,100,100,100,0,2002,922,3082,27.5,8,3.7,12.3,27.1,11184,9007,13362,9.9,44.7,36.9,52.5,8.9,4314,2811,5818,17.8,17.2,11.4,23.1,17.3,7447,5737,9158,11.7,29.8,22.7,36.8,12,-1,-1,-1,-1,-1,-1,-1,-1
"Region de l'Abitibi-Temiscamingue, Quebec (Peer group H)",2408,35,44,F,12539,11228,13851,5.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4958,3573,6342,14.2,39.5,29.3,49.7,13.2,2875,1814,3937,18.8,22.9,15,30.9,17.7,4531,3241,5822,14.5,36.1,26.2,46,14,-1,-1,-1,-1,-1,-1,-1,-1
"Region de l'Abitibi-Temiscamingue, Quebec (Peer group H)",2408,45,64,B,12492,11281,13704,4.9,100,100,100,0,1827,766,2887,29.6,14.6,6.4,22.9,28.8,6227,4811,7642,11.6,49.8,40.2,59.5,9.9,1439,694,2184,26.4,11.5,5.5,17.6,26.8,2916,1976,3856,16.4,23.3,15.7,30.9,16.6,-1,-1,-1,-1,-1,-1,-1,-1
"Region de l'Abitibi-Temiscamingue, Quebec (Peer group H)",2408,45,64,M,35702,35702,35702,0,100,100,100,0,1401,638,2164,27.8,3.9,1.8,6.1,27.8,15211,13017,17405,7.4,42.6,36.5,48.8,7.4,6584,4998,8169,12.3,18.4,14,22.9,12.3,12278,10436,14120,7.7,34.4,29.2,39.6,7.7,-1,-1,-1,-1,-1,-1,-1,-1
"Region de l'Abitibi-Temiscamingue, Quebec (Peer group H)",2408,45,64,F,18510,18510,18510,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,6808,5094,8521,12.8,36.8,27.5,46,12.8,3534,2336,4732,17.3,19.1,12.6,25.6,17.3,7838,6299,9376,10,42.3,34,50.7,10,-1,-1,-1,-1,-1,-1,-1,-1
"Region de l'Abitibi-Temiscamingue, Quebec (Peer group H)",2408,45,54,B,17192,17192,17192,0,100,100,100,0,1070,371,1770,33.3,6.2,2.2,10.3,33.3,8404,7083,9725,8,48.9,41.2,56.6,8,3049,2124,3975,15.5,17.7,12.4,23.1,15.5,4441,3374,5508,12.3,25.8,19.6,32,12.3,-1,-1,-1,-1,-1,-1,-1,-1
"Region de l'Abitibi-Temiscamingue, Quebec (Peer group H)",2408,45,54,M,21111,19110,23112,4.8,100,100,100,0,1127,468,1786,29.8,5.3,2.2,8.5,30.2,9164,6809,11519,13.1,43.4,34.4,52.4,10.6,3936,2618,5254,17.1,18.6,12.2,25.1,17.7,6792,5519,8065,9.6,32.2,26,38.3,9.7,-1,-1,-1,-1,-1,-1,-1,-1
"Region de l'Abitibi-Temiscamingue, Quebec (Peer group H)",2408,45,54,F,11005,9703,12307,6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3859,2700,5019,15.3,35.1,25.7,44.4,13.6,2280,1271,3290,22.6,20.7,12.2,29.2,20.9,4620,3595,5645,11.3,42,32.9,51,11,-1,-1,-1,-1,-1,-1,-1,-1
"Region de l'Abitibi-Temiscamingue, Quebec (Peer group H)",2408,55,64,B,10106,8582,11630,7.7,100,100,100,0,-1,-1,-1,-1,8.7,3,14.4,33.3,5305,3641,6968,16,52.5,40.4,64.6,11.7,1655,934,2377,22.2,16.4,8.4,24.4,24.9,2172,1298,3045,20.5,21.5,13.1,29.9,19.9,-1,-1,-1,-1,-1,-1,-1,-1
"Region de l'Abitibi-Temiscamingue, Quebec (Peer group H)",2408,55,64,M,14591,12590,16592,7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,6047,4670,7424,11.6,41.4,33.9,49,9.3,2648,1650,3646,19.2,18.1,11.8,24.5,17.8,5486,4082,6891,13.1,37.6,29.1,46.1,11.6,-1,-1,-1,-1,-1,-1,-1,-1
"Region de l'Abitibi-Temiscamingue, Quebec (Peer group H)",2408,55,64,F,7505,6203,8807,8.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2948,1937,3959,17.5,39.3,26.2,52.3,17,1254,579,1929,27.5,16.7,8.3,25.1,25.6,3217,2065,4370,18.3,42.9,30,55.8,15.3,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,12,64,B,7086,5562,8610,11,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3099,2024,4174,17.7,43.7,31,56.5,14.9,1394,569,2218,30.2,19.7,9,30.3,27.7,2269,1344,3194,20.8,32,21.9,42.2,16.1,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,12,64,M,59010,58412,59608,0.5,100,100,100,0,4118,2949,5287,14.5,7,5,8.9,14.3,20849,18192,23506,6.5,35.3,30.8,39.9,6.6,10990,8989,12990,9.3,18.6,15.2,22,9.3,22184,19307,25062,6.6,37.6,32.8,42.4,6.5,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,12,64,F,31113,31113,31113,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,9650,7636,11663,10.6,31,24.5,37.5,10.6,6643,4952,8334,13,21.4,15.9,26.8,13,13481,11132,15831,8.9,43.3,35.8,50.9,8.9,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,20,34,B,27897,27299,28495,1.1,100,100,100,0,2956,1928,3984,17.7,10.6,7,14.2,17.4,11200,9443,12956,8,40.1,33.6,46.7,8.3,4347,3161,5532,13.9,15.6,11.4,19.8,13.7,8703,7136,10271,9.2,31.2,25.7,36.7,8.9,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,20,34,M,17751,16287,19215,4.2,100,100,100,0,1729,840,2617,26.2,9.7,4.8,14.7,25.7,8064,5974,10153,13.2,45.4,33.7,57.1,13.1,2842,1378,4305,26.3,16,7.4,24.6,27.4,4980,3073,6888,19.5,28.1,18.3,37.8,17.7,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,20,34,F,9041,8082,10000,5.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3707,2337,5076,18.8,41,26.1,55.9,18.5,1780,716,2844,30.5,19.7,7.1,32.3,32.7,3058,1441,4675,27,33.8,17.8,49.8,24.1,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,20,24,B,8710,7652,9768,6.2,100,100,100,0,1266,536,1996,29.4,14.5,6.2,22.9,29.4,4357,2842,5871,17.7,50,31.6,68.4,18.7,-1,-1,-1,-1,-1,-1,-1,-1,1923,806,3039,29.6,22.1,10.4,33.7,26.9,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,20,24,M,7093,5684,8503,10.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3795,2300,5290,20.1,53.5,33.6,73.4,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,20,24,F,3979,3062,4895,11.8,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2059,977,3141,26.8,51.7,25.8,77.7,25.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,25,34,B,3115,2325,3904,12.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,1736,880,2593,25.2,55.8,31.1,80.4,22.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,25,34,M,10658,8378,12937,10.9,100,100,100,0,1068,406,1729,31.6,10,3.7,16.3,32.1,4268,3106,5431,13.9,40,29.3,50.8,13.7,1391,648,2134,27.3,13,7.4,18.7,22.2,3843,2191,5494,21.9,36.1,24.6,47.5,16.3,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,25,34,F,5062,3729,6396,13.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,1648,921,2375,22.5,32.6,19.7,45.4,20.1,799,328,1270,30.1,15.8,5.9,25.6,31.9,2119,1077,3161,25.1,41.9,27.5,56.3,17.5,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,35,44,B,5595,4105,7085,13.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2620,1549,3691,20.9,46.8,25.5,68.1,23.2,-1,-1,-1,-1,-1,-1,-1,-1,1724,619,2828,32.7,30.8,15.1,46.5,26.1,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,35,44,M,16871,15487,18256,4.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,5726,4343,7110,12.3,33.9,26.2,41.7,11.7,2622,1617,3627,19.6,15.5,10,21,18.1,7262,5871,8654,9.8,43,35,51.1,9.5,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,35,44,F,9231,8272,10189,5.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2509,1541,3477,19.7,27.2,16.6,37.7,19.8,1555,683,2427,28.6,16.8,7.7,26,27.8,4746,3439,6054,14.1,51.4,38.8,64,12.5,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,45,64,B,7641,6653,8629,6.6,100,100,100,0,545,230,860,29.5,7.1,3.1,11.2,29.1,3217,2337,4097,14,42.1,32.7,51.5,11.4,1067,523,1611,26,14,6.8,21.1,26.1,2516,1712,3319,16.3,32.9,23.2,42.6,15.1,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,45,64,M,24388,24388,24388,0,100,100,100,0,1424,692,2157,26.2,5.8,2.8,8.8,26.2,7059,5701,8418,9.8,28.9,23.4,34.5,9.8,5526,3983,7069,14.2,22.7,16.3,29,14.2,9942,8422,11461,7.8,40.8,34.5,47,7.8,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,45,64,F,12842,12842,12842,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3434,2342,4525,16.2,26.7,18.2,35.2,16.2,3308,2134,4482,18.1,25.8,16.6,34.9,18.1,5677,4360,6995,11.8,44.2,34,54.5,11.8,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,45,54,B,11546,11546,11546,0,100,100,100,0,1145,449,1841,31,9.9,3.9,15.9,31,3626,2725,4527,12.7,31.4,23.6,39.2,12.7,2218,1354,3082,19.9,19.2,11.7,26.7,19.9,4264,3179,5350,13,36.9,27.5,46.3,13,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,45,54,M,14352,12636,16069,6.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4707,3483,5931,13.3,32.8,25.2,40.4,11.8,3470,2197,4742,18.7,24.2,15.8,32.5,17.6,4714,3553,5874,12.6,32.8,25.5,40.2,11.5,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,45,54,F,7620,6222,9018,9.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2243,1266,3221,22.2,29.4,18.3,40.6,19.3,2185,1138,3231,24.4,28.7,16.4,41,21.9,2793,1924,3662,15.9,36.7,25.4,47.9,15.6,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,55,64,B,6732,5823,7642,6.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2464,1657,3270,16.7,36.6,25.3,47.8,15.7,1285,530,2041,30,19.1,8.3,29.9,28.8,1920,1036,2805,23.5,28.5,16.8,40.2,20.9,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,55,64,M,10035,8319,11752,8.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2352,1537,3168,17.7,23.4,14.8,32.1,18.8,2056,1214,2898,20.9,20.5,12.8,28.1,19.1,5228,3856,6600,13.4,52.1,43.3,60.9,8.6,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Cote-Nord, Quebec (Peer group H)",2409,55,64,F,5221,3824,6619,13.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,1190,650,1731,23.2,22.8,10.7,34.8,27,1123,425,1822,31.7,21.5,10.2,32.8,26.7,2884,1750,4018,20.1,55.2,41.2,69.3,13,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,12,64,B,4814,3905,5723,9.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,1162,588,1737,25.2,24.1,13.7,34.6,22.1,933,396,1469,29.4,19.4,8.1,30.7,29.7,2344,1535,3153,17.6,48.7,34.4,63,15,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,12,64,M,10767,10599,10935,0.8,100,100,100,0,795,525,1066,17.4,7.4,4.9,9.9,17.3,4448,3904,4992,6.2,41.3,36.3,46.3,6.2,1343,996,1689,13.2,12.5,9.3,15.7,13.1,3895,3368,4422,6.9,36.2,31.3,41.1,6.9,286,123,449,29,2.7,1.1,4.2,29
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,12,64,F,5722,5722,5722,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2359,1951,2767,8.8,41.2,34.1,48.4,8.8,863,574,1153,17.1,15.1,10,20.1,17.1,2353,1964,2742,8.4,41.1,34.3,47.9,8.4,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,20,34,B,5045,4877,5213,1.7,100,100,100,0,683,438,928,18.3,13.5,8.7,18.4,18.3,2089,1743,2435,8.5,41.4,34.7,48.1,8.3,480,283,676,20.9,9.5,5.7,13.3,20.6,1542,1210,1874,11,30.6,24,37.1,11,253,98,407,31.2,5,2,8.1,31.1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,20,34,M,4431,4070,4792,4.2,100,100,100,0,396,193,599,26.1,8.9,4.4,13.4,25.7,1846,1392,2300,12.5,41.7,32.7,50.6,10.9,494,267,720,23.4,11.1,6.1,16.2,23.3,1623,1255,1991,11.6,36.6,28.3,45,11.7,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,20,34,F,2411,2148,2674,5.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,1146,778,1515,16.4,47.5,34.8,60.3,13.7,291,112,470,31.4,12.1,4.6,19.6,31.7,904,628,1181,15.6,37.5,25.7,49.3,16.1,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,20,24,B,2020,1793,2247,5.7,100,100,100,0,327,156,498,26.7,16.2,7.9,24.5,26.2,700,453,947,18,34.6,23,46.3,17.1,-1,-1,-1,-1,-1,-1,-1,-1,719,476,962,17.2,35.6,24.3,46.9,16.2,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,20,24,M,1372,1047,1698,12.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,731,438,1024,20.5,53.3,37.2,69.3,15.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,20,24,F,719,478,959,17.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,457,240,675,24.2,63.6,42.5,84.7,16.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,25,34,B,654,433,875,17.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,25,34,M,3059,2617,3500,7.4,100,100,100,0,233,98,368,29.6,7.6,3.4,11.9,28.5,1115,755,1475,16.5,36.5,26.5,46.4,13.9,289,121,456,29.6,9.4,4.1,14.8,29,1386,1025,1747,13.3,45.3,35,55.6,11.6,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,25,34,F,1692,1333,2051,10.8,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,689,377,1001,23.1,40.7,26.2,55.3,18.2,-1,-1,-1,-1,-1,-1,-1,-1,837,557,1117,17.1,49.4,35.2,63.7,14.7,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,35,44,B,1366,1097,1636,10.1,100,100,100,0,215,84,346,31,15.7,6.6,24.8,29.5,426,247,605,21.5,31.2,19.3,43.1,19.5,-1,-1,-1,-1,-1,-1,-1,-1,549,332,766,20.1,40.2,26.6,53.7,17.2,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,35,44,M,3131,2819,3444,5.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,1299,1022,1575,10.9,41.5,33.2,49.7,10.1,477,270,683,22.1,15.2,8.9,21.6,21.3,1020,734,1306,14.3,32.6,24.5,40.6,12.6,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,35,44,F,1608,1346,1871,8.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,636,430,841,16.5,39.5,28.1,51,14.8,362,179,545,25.8,22.5,11.7,33.3,24.5,585,370,799,18.7,36.4,24.9,47.8,16.1,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,45,64,B,1523,1352,1695,5.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,663,476,850,14.4,43.5,31.6,55.4,13.9,-1,-1,-1,-1,-1,-1,-1,-1,435,249,621,21.8,28.6,17.1,40,20.5,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,45,64,M,3205,3205,3205,0,100,100,100,0,180,72,287,30.5,5.6,2.2,9,30.5,1303,1074,1532,9,40.7,33.5,47.8,9,372,221,524,20.7,11.6,6.9,16.3,20.7,1252,1032,1472,9,39.1,32.2,45.9,9,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,45,64,F,1703,1703,1703,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,577,421,733,13.8,33.9,24.7,43.1,13.8,210,94,326,28.2,12.3,5.5,19.2,28.2,864,693,1035,10.1,50.8,40.7,60.8,10.1,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,45,54,B,1502,1502,1502,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,726,557,895,11.9,48.3,37.1,59.6,11.9,162,62,263,31.6,10.8,4.1,17.5,31.6,388,244,531,18.9,25.8,16.2,35.4,18.9,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,45,54,M,2023,1803,2243,5.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,963,736,1190,12,47.6,37.7,57.5,10.6,219,104,334,26.8,10.8,5.3,16.4,26,665,480,850,14.2,32.9,24.3,41.5,13.3,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,45,54,F,1097,938,1257,7.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,436,279,593,18.4,39.7,26.5,52.9,17,-1,-1,-1,-1,-1,-1,-1,-1,513,349,677,16.3,46.7,33.5,60,14.5,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,55,64,B,925,773,1078,8.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,527,368,686,15.4,56.9,43.4,70.5,12.1,-1,-1,-1,-1,-1,-1,-1,-1,153,62,243,30.3,16.5,6.9,26.1,29.8,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,55,64,M,1182,962,1402,9.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,340,198,483,21.3,28.8,18,39.6,19.1,-1,-1,-1,-1,13,4.5,21.4,33.3,587,405,768,15.8,49.6,37.7,61.5,12.2,-1,-1,-1,-1,-1,-1,-1,-1
"Region du Nord-du-Quebec, Quebec (Peer group F)",2410,55,64,F,605,446,764,13.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,351,218,485,19.4,58.1,42.1,74,14,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Gaspesie-Iles-de-la-Madeleine, Quebec (Peer group D)",2411,12,64,B,577,424,729,13.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,199,86,313,29.1,34.5,17,52,25.8,-1,-1,-1,-1,-1,-1,-1,-1,235,113,357,26.5,40.8,23.2,58.3,22,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Gaspesie-Iles-de-la-Madeleine, Quebec (Peer group D)",2411,12,64,M,60641,60119,61164,0.4,100,100,100,0,4539,3365,5713,13.2,7.5,5.6,9.4,13.2,25288,23041,27535,4.5,41.7,38,45.4,4.5,9173,7431,10915,9.7,15.1,12.3,18,9.6,21411,18989,23832,5.8,35.3,31.3,39.3,5.8,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Gaspesie-Iles-de-la-Madeleine, Quebec (Peer group D)",2411,12,64,F,31088,31088,31088,0,100,100,100,0,1502,768,2235,24.9,4.8,2.5,7.2,24.9,11656,10008,13304,7.2,37.5,32.2,42.8,7.2,5505,4078,6931,13.2,17.7,13.1,22.3,13.2,12426,10662,14191,7.2,40,34.3,45.6,7.2,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Gaspesie-Iles-de-la-Madeleine, Quebec (Peer group D)",2411,20,34,B,29553,29030,30076,0.9,100,100,100,0,3037,2212,3862,13.9,10.3,7.5,13.1,13.8,13632,12155,15110,5.5,46.1,41.3,50.9,5.3,3668,2782,4555,12.3,12.4,9.4,15.4,12.2,8985,7584,10385,8,30.4,25.6,35.2,8.1,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Gaspesie-Iles-de-la-Madeleine, Quebec (Peer group D)",2411,20,34,M,16277,15181,17372,3.4,100,100,100,0,2139,1158,3120,23.4,13.1,7,19.3,23.9,6751,5366,8136,10.5,41.5,33.6,49.3,9.7,1322,639,2005,26.4,8.1,4,12.2,25.7,6021,4653,7389,11.6,37,29.1,44.9,10.9,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Gaspesie-Iles-de-la-Madeleine, Quebec (Peer group D)",2411,20,34,F,8537,7775,9299,4.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3551,2463,4639,15.6,41.6,29.1,54.1,15.3,-1,-1,-1,-1,-1,-1,-1,-1,3720,2548,4893,16.1,43.6,31.1,56.1,14.6,-1,-1,-1,-1,-1,-1,-1,-1
"Region de la Gaspesie-Iles-de-la-Madeleine, Quebec (Peer group D)",2411,20,24,B,7740,6945,8535,5.2,100,100,100,0,1544,801,2288,24.6,20,10.5,29.4,24.3,3200,2302,4098,14.3,41.3,30.7,52,13.1,652,245,1059,31.9,8.4,3.3,13.6,31.2,2301,1375,3226,20.5,29.7,18.2,41.3,19.8,-1,-1,-1,-1,-1,-1,-1,-1
